Tarih,TP_DT_IH_MIK_D12_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,78.8791854146
2013-02-01,83.8233798059
2013-03-01,90.6113440419
2013-04-01,88.5135876011
2013-05-01,92.7821086651
2013-06-01,88.8238342629
2013-07-01,96.201430961
2013-08-01,81.5151112749
2013-09-01,99.79352758
2013-10-01,91.2904595229
2013-11-01,112.6677960955
2013-12-01,97.992145662
2014-01-01,91.9892945296
2014-02-01,93.5997421532
2014-03-01,101.7187355258
2014-04-01,102.0070039772
2014-05-01,102.0200448847
2014-06-01,93.5102715955
2014-07-01,93.4551816061
2014-08-01,86.4547246186
2014-09-01,112.2530221354
2014-10-01,105.8178998769
2014-11-01,112.8954478363
2014-12-01,109.1865377942
2015-01-01,94.4930215708
2015-02-01,86.6136667601
2015-03-01,98.2745986133
2015-04-01,100.8051683848
2015-05-01,90.8584810774
2015-06-01,101.3170520407
2015-07-01,91.4922037608
2015-08-01,94.479270328
2015-09-01,99.2960067665
2015-10-01,119.9417822465
2015-11-01,113.082219222
2015-12-01,109.3465292291
2016-01-01,84.3907477905
2016-02-01,100.0847857006
2016-03-01,107.2224326289
2016-04-01,105.6159409174
2016-05-01,102.507224767
2016-06-01,108.0428530188
2016-07-01,82.5117431099
2016-08-01,109.2623131749
2016-09-01,99.2778635089
2016-10-01,124.0391580501
2016-11-01,123.2977151586
2016-12-01,126.0447878304
2017-01-01,103.0767870294
2017-02-01,109.4196098089
2017-03-01,132.3966297317
2017-04-01,116.8515870737
2017-05-01,119.257477384
2017-06-01,109.4549910102
2017-07-01,110.5725885158
2017-08-01,115.6550847191
2017-09-01,104.9424852282
2017-10-01,131.5330268348
2017-11-01,128.9355204322
2017-12-01,123.006082092
2018-01-01,106.1030177182
2018-02-01,110.573755237
2018-03-01,133.6212799669
2018-04-01,120.8520403394
2018-05-01,125.3714216954
2018-06-01,107.1819076631
2018-07-01,122.0232046106
2018-08-01,102.5402769487
2018-09-01,127.5149770836
2018-10-01,145.7303730385
2018-11-01,145.786774464
2018-12-01,126.393244699
2019-01-01,114.4908793175
2019-02-01,121.7931628298
2019-03-01,143.0315309161
2019-04-01,131.9656341317
2019-05-01,138.5685780043
2019-06-01,94.7841903983
2019-07-01,131.9150509444
2019-08-01,105.974842513
2019-09-01,136.013236934
2019-10-01,150.0997873536
2019-11-01,151.3305366159
2019-12-01,134.6204123321
2020-01-01,123.5684098814
2020-02-01,131.1051713174
2020-03-01,114.7947609857
2020-04-01,64.3341245963
2020-05-01,81.0355010975
2020-06-01,112.7744705937
2020-07-01,128.6493983687
2020-08-01,103.0327993097
2020-09-01,143.8127825344
2020-10-01,156.8043879858
2020-11-01,142.5944840796
2020-12-01,146.3708723892
2021-01-01,118.9160687575
2021-02-01,127.1832604412
2021-03-01,152.8623265877
2021-04-01,150.9044990885
2021-05-01,124.0648362405
2021-06-01,151.3282829485
2021-07-01,117.9473805759
2021-08-01,141.6099161335
2021-09-01,159.2451269721
2021-10-01,169.3532483902
2021-11-01,172.4972990917
2021-12-01,177.205716075
2022-01-01,130.1906573886
2022-02-01,150.8120377682
2022-03-01,157.3648407315
2022-04-01,157.1749856885
2022-05-01,124.4384025387
2022-06-01,157.3673009475
2022-07-01,120.2421706419
2022-08-01,148.4115432988
2022-09-01,163.5813005749
2022-10-01,162.8923056399
2022-11-01,161.2328460601
2022-12-01,168.9168975141
2023-01-01,135.6726044852
2023-02-01,126.4558677891
2023-03-01,163.2114125717
2023-04-01,132.9678651832
2023-05-01,145.3610664047
2023-06-01,140.1597251476
2023-07-01,127.9731928366
2023-08-01,146.898540511
2023-09-01,153.217859154
2023-10-01,161.4171618847
2023-11-01,159.0071396311
2023-12-01,165.4254598645
2024-01-01,137.7351488894
2024-02-01,150.2352232074
2024-03-01,152.4773911963
2024-04-01,125.2799059663
2024-05-01,159.329308193
2024-06-01,118.9416372037
2024-07-01,143.6594869892
2024-08-01,137.9855864317
2024-09-01,150.1837685021
2024-10-01,166.0240792726
2024-11-01,159.6988325837
2024-12-01,165.0477936215
2025-01-01,146.1916823223
2025-02-01,137.3088595916
2025-03-01,143.5259748396
2025-04-01,123.3944125879
2025-05-01,152.7698006813
2025-06-01,115.2570556856
2025-07-01,137.4024584225
2025-08-01,124.7173412777
